,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
5837,0.8755393365620502,0.11589147296402902,0.0,0.0,0.0,0.022245879277265936,0.0,0.0,0.0,0.0,0.08787027571523845,0.0,0.0,0.0,0.03889873444503408,0.0,0.0,0.1691358359166525,0.0,0.0,0.0,0.0,0.0,0.0,0.06272914783860872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049046547342949096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005983721160486117,0.0,0.0,0.045544301309896965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10842247967374372,0.08705034508362233,0.09596467517814734,0.0,0.0,0.0,0.0,0.014051793704363456,0.007436010624969763,0.002391693273897818,0.0014720593998160544,0.0,0.0,0.0,0.0,0.0,0.0,0.008795231177289002,0.0,0.0044150547126831415,0.07974006535842554,0.0912425481188736,0.0,0.053026164625826835,0.014647146784991684,0.0432962734513535,0.02263124604959206,0.0,0.0,0.13596669612882065,0.18169531388032742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06633888270792837,0.0,0.04696968159016908,0.0,0.00907245867326625,0.023956883396547102,0.0,0.08298969695880126,0.012429612125154851,0.13668013709966662,0.0,0.03499773924031888,0.0,0.0,0.0,0.0,0.006831898149686599,0.013506289912930253,0.1099136815371261,0.08879223870839949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08481551718202854,0.12093704873222509,0.01017362029162648,0.0,0.0,0.01545051556463392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007852049732295205,0.0,0.0,0.0,0.0,0.015147342313242365,0.14518007494104634,0.11383286641290985,0.06116314290376947,0.0,0.0,0.07105619623771796,0.016502797763852686,0.0,0.0516199187996116,0.002960947468231948,0.11804014736374796,0.016400270429731446,0.0,0.08641355688995868,0.023044474932487777,0.0,0.0373251932852114,0.0,0.0,0.0,0.0,0.0,0.025534965755498747,0.08082083531757375,0.0,0.0,0.0,0.10243067734584466,0.0,0.05116992278672063,0.09824827627745618,0.006702436548168194,0.0,0.01138547262292063,0.04901663803600816,0.0029710080527692163,0.0,0.019954846399261546,0.0,0.04579220366913598
6008,0.11589147296402902,0.8914639546711871,0.0,0.0,0.0,0.03183424317304752,0.0,0.0,0.0,0.0,0.0523298179223496,0.0,0.0,0.0,0.07771335580721604,0.0,0.0,0.179993067287172,0.003438341327462477,0.0,0.0,0.0,0.0,0.0,0.0757179275370192,0.0,0.0,0.0,0.0,0.03283582078964035,0.0,0.0,0.03873687925820391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004072799964595405,0.0330662589644476,0.0,0.0,0.0,0.0,0.030865140860407085,0.0,0.0,0.0,0.0,0.0,0.09604348613163582,0.07291268381733934,0.08151661716136376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012684101650179013,0.0,0.00010626031044187735,0.08308405971678834,0.07736165426532815,0.0,0.04786673470646005,0.01478598912956467,0.061039216530956585,0.019731295340855305,0.0,0.0,0.1967758550644251,0.1260667116029057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011901694054314882,0.004074586630190041,0.0,0.0,0.0,0.0,0.07284589843219515,0.009554967413113721,0.11882636057215851,0.0,0.0,0.009218810936477697,0.0,0.12080993029238452,0.005438607399661464,0.1597490652512171,0.0,0.02371350441027591,0.0,0.0,0.0,0.0,0.0,0.0,0.11204157812900563,0.12370768439654077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09407978487655452,0.08388443027998231,0.007211419867645534,0.0,0.002371697082444775,0.0035595828543294314,0.0,0.0,0.0,0.0,0.0033426665534144057,0.0,0.0,0.0,0.0,0.0,0.0,0.004531112607243693,0.010866067466157269,0.011592790297364373,0.0,0.0,0.000536638613794146,0.2069070073997601,0.1599347768209471,0.0751247213510665,0.0,0.0,0.10640217689232798,0.0127696128055589,0.0,0.023124007289752255,0.0,0.11252235076817703,0.043664590500822394,0.0,0.10933386837854835,0.003945001481627117,0.0,0.06807580360355624,0.0,0.0,0.00902113253407323,0.0,0.0,0.02721661437834084,0.1824007055977549,0.0,0.0,0.0,0.11376353719063881,0.0,0.05817787439165123,0.1420639742782643,0.013647406521815229,0.003824287088020336,0.005920262510446019,0.057711690754948856,0.0,0.0,0.0,0.0,0.03487072951438195
6009,0.0,0.0,1.0584241962586878,0.4192664607797928,0.007310290089316584,0.0,0.38124145685326105,0.3779539004763801,0.432008837089022,0.036040661341993255,0.0,0.0,0.0,0.0,0.0,0.2696410931092963,0.2707130444069271,0.0,0.0,0.12078000075247405,0.0,0.0,0.0,0.0,0.0,0.07571241841923668,0.6774848558338733,0.010160859150244445,0.0,0.0,0.4285791513815125,0.4418322050553977,0.0,0.04109017766273112,0.04162866735159179,0.0,0.0,0.0,0.0,0.0,0.0,0.05809617061520492,0.06011843471742425,0.05088977408880458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438096677166115,0.049881910499713196,0.0015427935024955074,0.0,0.0,0.0,0.2609275699667629,0.2547898009815991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024578377677332716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05797865897185483,0.0,0.0,0.0,0.02366654961779323,0.0,0.0,0.0,0.0,0.0,0.022973243722651908,0.0734180344589762,0.0069934490321177396,0.0,0.0,0.0,0.033125989128224086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02693558473264202,0.04058148879921788,0.0,0.0,0.0,0.0,0.008547690854211547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030591336753296353,0.0,0.0,0.04199310333644477,0.04148937819525429,0.0,0.0,0.0,0.0,0.0,0.008730806277224078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003945611599411065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02897508576638766,0.0,0.0,0.19167931695848242,0.0,0.009866768176693594,0.0,0.03805716421407455,0.0,0.3071092996778186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05922782462257982,0.0,0.0,0.08542729918418963,0.0
6016,0.0,0.0,0.4192664607797928,1.0639313068466794,0.021059407805762008,0.0,0.31030819695854167,0.3070246867973226,0.5150595389801567,0.022097467974243144,0.0,0.0,0.0,0.0,0.0,0.23616925205271727,0.2361782587604,0.0,0.0,0.10828982267306053,0.0,0.0,0.0,0.0,0.0,0.07397207670341176,0.31907063703285055,0.0,0.0,0.0,0.378193976448997,0.38199074428272334,0.0,0.030754165705194184,0.030271588407305188,0.0,0.0,0.0,0.0,0.0,0.0,0.07570953794507711,0.05548523998765633,0.06096741094564104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08515178515100073,0.06419864667996945,0.0008616676894314304,0.0,0.0,0.0,0.30205792386256247,0.29953622172147176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016786763598890017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07002261095894531,0.0,0.0,0.0,0.04737000959860014,0.0,0.0,0.0,0.0,0.0,0.027630370998131946,0.06384809093923717,0.0,0.0,0.0,0.0,0.04352602832737236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03431963326205464,0.022780722092131965,0.0,0.0,0.0,0.0,0.004991337440818456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03946095732044831,0.0,0.0,0.05337119252146759,0.05629223239037728,0.0,0.0,0.0,0.0,0.0,0.00775996665429044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04282491042239466,0.0,0.0,0.19104413109990082,0.0,0.019159798372364725,0.0,0.03266095586909845,0.0,0.3038994771335912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287661105625024,0.0,0.0,0.06283708150683094,0.0
6040,0.0,0.0,0.007310290089316584,0.021059407805762008,0.9105782226877842,0.0,0.018445683506529132,0.017966724116445874,0.02781506139972892,0.021124432730969516,0.0,0.0,0.009490150290457843,0.0024408835343229193,0.0,0.001943779224729449,0.0022572627849915716,0.0,0.0,0.08544766710100289,0.0,0.01942343921708885,0.0,0.0,0.0,0.0,0.00882136977667962,0.04152122115577891,0.0,0.0,0.0,0.0,0.0,0.05219671744770297,0.0525833292366508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003110622654905786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019927087543679268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028955793199958026,0.008114934426399923,0.007431723152771491,0.0,0.0,0.0,0.012266481201354035,0.038595788359366535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017512198514379,0.0,0.0,0.0033742242485631075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030567068603112427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04238333079159006,0.016365357119985872,0.007677003533717616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02770975615833489,0.008152972056129564,0.0,0.0,0.01714400737100052,0.006694054340069414,0.0,0.0,0.0,0.04849593236514748,0.0,0.026252588738397312,0.023528637062165323,0.0,0.0,0.0,0.315867383371213,0.03064662293446091,0.0,0.0171383739966297,0.0520434800894667,0.05214630474861556,0.0,0.006036806245120185,0.055175777874693896,0.0,0.0,0.007508281458639093,0.0,0.010981769904135488,0.0,0.0,0.0,0.0,0.0,0.0,0.010040201747522372,0.013845333703971107,0.0,0.0,0.0,0.0,0.0,0.0,0.020939915187920176,0.005034095718218688,0.0,0.6012164424308868,0.0,0.0,0.013795629905487845,0.0,0.0,0.0,0.4378991575819122,0.0,0.02138502566853408,0.0,0.0,0.0,0.0,0.0,0.0,0.05940869013297142,0.0,0.0,0.0,0.10562674461864262,0.03275639380899315,0.0
6042,0.022245879277265936,0.03183424317304752,0.0,0.0,0.0,0.915558759546949,0.0,0.0,0.0,0.020455103860538764,0.037001151530563665,0.0,0.0,0.0,0.04753396135360708,0.0,0.0,0.032526098886920284,0.0,0.0,0.0,0.0,0.0,0.017482785428498966,0.024448639944815147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02011175357945144,0.0,0.0,0.032639894595456596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230839417040383,0.0,0.004387934791405532,0.01565280148757166,0.04392149188185009,0.0,0.0,0.0,0.0,0.0,0.0,0.037578521560249246,0.0333829148610028,0.0445921568552532,0.0,0.0,0.0,0.0,0.0,0.0,0.018308279220856774,0.023200402437514204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040868362661479175,0.03564769914351186,0.01752647499640201,0.0,0.030719078121036046,0.012237177961301103,0.050570565870814,0.038004747242334116,0.0,0.0,0.011688148739484806,0.02508169070917281,0.0,0.0,0.03424014862295573,0.0,0.028407428876590028,0.0,0.0,0.0,0.039166400720109976,0.0,0.03235050666125268,0.0,0.04847736924160342,0.037147239600836664,0.03342848457703721,0.02341770306069776,0.0,0.0,0.0,0.0,0.045547229864249035,0.0,0.04732083494259211,0.025145720480351068,0.03916486204949053,0.0,0.0,0.003796942104520369,0.016594666704429686,0.009559960791761605,0.0,0.020084214498535636,0.02563038100248018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004118790706702545,0.0,0.0,0.0,0.020833739044358257,0.051452295425606226,0.013709702857830101,0.0,0.0,0.038886709622119445,0.010925454592344674,0.0,0.0,0.0,0.036008495343370556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03744648821073576,0.057472177514203804,0.025579075481134608,0.047897397385410836,0.0,0.025544699992673177,0.0,0.0,0.020081442298779208,0.0,0.06870049573756715,0.008374841824490754,0.0,0.018441370960957645,0.019806397591747685,0.0,0.0006511975159838115,0.0,0.0,0.006070883549801376,0.0,0.0,0.01587982299308389,0.05234379526226721,0.0,0.016203929051020666,0.0,0.026246777855469455,0.0,0.018110676144237368,0.03352186713986769,0.0,0.0,0.004548566669501011,0.0,0.0,0.0,0.0,0.0,0.01909584002694034
6043,0.0,0.0,0.38124145685326105,0.31030819695854167,0.018445683506529132,0.0,1.23780454548915,1.1712036452809806,0.37291129148014873,0.013519039166069667,0.0,0.0,0.0,0.0,0.0,0.49826373298103166,0.49827242036465297,0.0,0.0,0.11451277052098228,0.0,0.0,0.0,0.0,0.0,0.06499334417620774,0.39188692129678787,0.0,0.0,0.0,0.320362550384953,0.27016174387450564,0.0,0.031052326364687202,0.03199604928911594,0.0,0.0,0.0,0.0,0.0,0.0,0.0008498952396864425,0.017159671366707686,0.011795938767463411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621427197160485,0.25894414562505325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024241992078165617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025319520860610937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002923209536361235,0.0,0.0,0.0,0.024351320524850787,0.0,0.02679703369572526,0.0,0.0,0.0,0.03352987424047342,0.061553697475609286,0.0,0.0,0.0,0.0,0.028909390245792733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007279900412253484,0.02565417129625635,0.0,0.0,0.0,0.0,0.0038336295937417652,0.0,0.0001307069143807016,0.0,0.0,0.0,0.0,0.0,0.009733352328354478,0.0,0.0,0.044340755834204125,0.04489981500580223,0.0,0.0,0.0,0.0,0.0,0.0032754291098502537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019860340352319594,0.0,0.0,0.2312717434172706,0.0,0.008510940985726727,0.0,0.04578456283348792,0.0,0.37290663119128753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10691386209933751,0.0
6046,0.0,0.0,0.3779539004763801,0.3070246867973226,0.017966724116445874,0.0,1.1712036452809806,1.2404167886271176,0.37004289364239384,0.012813306301069744,0.0,0.0,0.0,0.0,0.0,0.49559681653141613,0.496938142600873,0.0,0.0,0.11383048992296498,0.0,0.0,0.0,0.0,0.0,0.06617645219273607,0.3913480107206324,0.0,0.0,0.0,0.3175098886695204,0.26775093421473,0.0,0.03132853089487194,0.03178499470302297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014847046978397295,0.012150153890567157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608135646506655,0.2573927223026745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024782161999557697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007337359416634077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00205423624350532,0.0,0.0,0.0,0.025053244043010754,0.0,0.028596737671104433,0.0,0.0,0.0,0.034067909631717165,0.06205453167639478,0.0,0.0,0.0,0.0,0.030126946309567398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067387882807400335,0.025579082929562586,0.0,0.0,0.0,0.0,0.0021105299278092998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008552510310079638,0.0,0.0,0.04188820732613773,0.043335961958600795,0.0,0.0,0.0,0.0,0.0,0.002059132862071872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018809397856095072,0.0,0.0,0.23158037356134462,0.0,0.008730892573483988,0.0,0.04435525897521756,0.0,0.37211289815721554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059429359392897,0.0
6064,0.0,0.0,0.432008837089022,0.5150595389801567,0.02781506139972892,0.0,0.37291129148014873,0.37004289364239384,1.0490724041514776,0.028121996609363778,0.0,0.0,0.0,0.0,0.0,0.2794209991553883,0.27891410859904264,0.0,0.0,0.13233699116479922,0.0,0.0,0.0,0.0,0.0,0.0694065014583013,0.40158253265179666,0.0,0.0,0.0,0.3934094313946303,0.4203447061843165,0.0,0.0420020927105063,0.04288070005487171,0.0,0.0,0.0,0.0,0.0,0.0,0.04928456834023634,0.03702209724640994,0.04054952709782933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04592982399887173,0.03143343474441357,0.0,0.0,0.0,0.0,0.2857322234582286,0.28011790076987786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029599419217383436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017403858690375384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348194528164609,0.0,0.0,0.0,0.02766295134935735,0.0,0.0,0.0,0.0,0.0,0.035622849398349185,0.09004190021534696,0.0,0.00027974479810476864,0.0,0.0,0.04218465486247959,0.0,0.0,0.0,0.0,0.006548831274807131,0.0,0.0,0.022850325224893657,0.042541171066132234,0.0,0.0,0.0,0.0,0.0,0.0,0.004273254281072654,0.0,0.0,0.0,0.0,0.0,0.04128735961638098,0.0,0.0,0.037031420003923995,0.037905482280956415,0.0,0.0,8.077215794265326e-05,0.0,0.0,0.013101314054119354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003034364412972937,0.037600807806256305,0.0,0.0,0.21073585163323866,0.0,0.0012820343354770657,0.0,0.037397225628654496,0.0,0.33747543710906514,0.0,0.0,0.00641190961234435,0.0,0.0,0.0,0.0,0.0,0.037956805454025355,0.0,0.0,0.10313217650935287,0.0
6074,0.0,0.0,0.036040661341993255,0.022097467974243144,0.021124432730969516,0.020455103860538764,0.013519039166069667,0.012813306301069744,0.028121996609363778,1.0058599319234027,0.0,0.0,0.0,0.0,0.0,0.03911366142550636,0.038929874999814075,0.0,0.0,0.05978834410093425,0.0,0.0,0.0,0.0,0.0,0.01914226293387492,0.023001433708105874,0.0,0.0,0.0,0.04746272741364179,0.03570856383380343,0.0,0.03460963158377085,0.03505884304467662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017848268797888676,0.0,0.0,0.0,0.0,0.0,0.00016797060598446343,0.0,0.0,0.0,0.0037925263219673612,0.0,0.0063061062699589325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06068157153410243,0.06856154393859197,0.0,0.0,0.027790670672300552,0.02826774991871776,0.0,0.0,0.0,0.0042315661940766644,0.03465823910422881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004663676567700143,0.0,0.0,0.0,0.01041151049232377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07510715833106726,0.10994655982935038,0.05642469662228774,0.023246809872287017,0.0,0.0,0.014843431583543567,0.004477457380400682,0.0,0.0,0.0,0.0016786836955282683,0.0,0.0,0.031490166208783706,0.04848048574215676,0.07891899640656265,0.0,0.0,0.0,0.0,0.0,0.011782543914004677,0.012443212150722511,0.044387563297744854,0.0,0.0,0.016913800579702286,0.05314464090311442,0.0,0.0,0.021852613909281005,0.022000111875674428,0.0,0.0,0.006480641520001944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006533256544601779,0.0,0.0,0.0018346637797164204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013942014253372284,0.0,0.0,0.033576754776933886,0.0,0.0,0.0649397565212613,0.0,0.0,0.0,0.028300480661263977,0.0,0.04707153735503318,0.0,0.0,0.0,0.0,0.0,0.0,0.00861564395736231,0.0,0.0,0.0,0.01674550864703997,0.08628419289477554,0.0
